#OTU ID	TestBx10_S39	TestBx11_S40	TestBx12_S41	TestBx13_S42	TestBx15_S43	TestBx16_S44	TestBx17_S45	TestBx18_S46	TestBx19_S47	TestBx20_S49	TestBx21_S50	TestBx22_S51	TestBx24_S52	TestBx25_S53	TestBx26_S54	TestBx27_S55	TestBx29_S56	TestBx2_S48	TestBx32_S58	TestBx33_S59	TestBx3_S57	TestBx4_S60	TestBx9_S61	TestFA10_S62	TestFA11_S63	TestFA12_S64	TestFA13_S65	TestFA15_S66	TestFA16_S67	TestFA17_S68	TestFA18_S69	TestFA19_S70	TestFA20_S72	TestFA21_S73	TestFA22_S74	TestFA24_S75	TestFA25_S76	TestFA26_S77	TestFA27_S78	TestFA29_S79	TestFA2_S71	TestFA32_S81	TestFA33_S82	TestFA3_S80	TestFA4_S83	TestFA9_S84
Organismal Systems;Excretory System;Proximal tubule bicarbonate reclamation	0.00010001	0.000172686	0.000227989	0.000118888	0.000150216	9.74458E-05	0.000157455	0.00027231	0.000242591	0.000103977	0.000114854	0.00019578	0.00024501	0.000424974	0.000273463	0.000184059	0.000255586	0.000512875	0.000316166	0.00035292	0.000247159	0.000197631	0.00037864	0.000157095	0.000166773	0.000102766	0.000183891	0.000367938	0.000173854	0.000183131	0.000349007	0.000289103	0.000175081	0.000148166	0.00026534	6.14854E-05	0.000364063	0.00025824	0.000161428	0.000261924	3.89586E-05	0.000239625	0.000273347	0.000335539	0.000178336	0.000418911
Organismal Systems;Excretory System;Vasopressin-regulated water reabsorption	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98195E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Immune System;Antigen processing and presentation	0.000436945	0.000485938	0.000481103	0.000498313	0.000436891	0.000468398	0.000517819	0.00048235	0.000463891	0.000466645	0.000451633	0.000483237	0.000597855	0.000493107	0.000479592	0.000466095	0.00054489	0.000477456	0.000672877	0.000572898	0.000496019	0.000450593	0.000459466	0.000448144	0.000513039	0.000460639	0.000513057	0.000484961	0.000503255	0.000528757	0.000483696	0.00052754	0.000476384	0.000492226	0.000520271	0.000480689	0.000536094	0.000491137	0.00045742	0.00051868	0.000472346	0.000563271	0.000523723	0.000483121	0.000476306	0.000465898
Organismal Systems;Immune System;Complement and coagulation cascades	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Immune System;Cytosolic DNA-sensing pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Immune System;Fc epsilon RI signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Immune System;Fc gamma R-mediated phagocytosis	2.58425E-07	0	2.31411E-07	0	3.72838E-08	2.93556E-08	0	0	0	8.20331E-08	0	6.40643E-08	0	1.29089E-08	0	2.17486E-08	8.57959E-08	0	8.44686E-08	2.86392E-08	0	0	1.03623E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Immune System;Hematopoietic cell lineage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Immune System;Leukocyte transendothelial migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Immune System;NOD-like receptor signaling pathway	0.000450641	0.000488787	0.000482013	0.000505144	0.000437861	0.000468867	0.000517945	0.000484203	0.000466365	0.000467917	0.000452988	0.000484902	0.000597882	0.000493236	0.000479736	0.000473641	0.000545318	0.000478212	0.000673299	0.00057307	0.000496635	0.000450842	0.000475632	0.000448168	0.0005133	0.000460685	0.000516061	0.000485005	0.000503305	0.000528803	0.000485317	0.000527853	0.000476452	0.000492588	0.000520289	0.0004807	0.000544559	0.000491191	0.000462743	0.000518714	0.000472557	0.000563305	0.000523736	0.000483149	0.000476428	0.000466558
Organismal Systems;Immune System;RIG-I-like receptor signaling pathway	2.15009E-05	2.33126E-06	2.6447E-06	1.26442E-06	3.2064E-06	2.97959E-06	5.6099E-06	5.08508E-06	2.69878E-06	2.09184E-06	5.16764E-06	3.20321E-06	3.11513E-06	1.41998E-07	1.36492E-05	4.71945E-06	2.48808E-06	3.56385E-06	1.09809E-06	2.09066E-06	5.13935E-06	4.98857E-07	1.26421E-05	4.13598E-06	3.78732E-07	3.14239E-06	2.66164E-06	2.44967E-06	3.68476E-07	5.22051E-06	4.13447E-06	3.2997E-07	3.13106E-07	4.90823E-06	9.71875E-07	3.32999E-06	1.44953E-06	9.29482E-06	2.10582E-06	2.49082E-06	1.85075E-06	1.16648E-06	5.77832E-06	6.0162E-06	5.44189E-07	3.98193E-07
Organismal Systems;Nervous System;Cholinergic synapse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Nervous System;Glutamatergic synapse	0.000971729	0.001051743	0.001002968	0.001043064	0.000977394	0.001013002	0.001114032	0.001037356	0.000987379	0.001046743	0.000995968	0.00108416	0.001179967	0.000669611	0.001064251	0.001000828	0.001174545	0.001117714	0.001284683	0.001168392	0.001056642	0.001069675	0.001017168	0.001049331	0.001069841	0.000978591	0.001086618	0.001121875	0.001067542	0.001159673	0.001069188	0.001078904	0.0011375	0.00105203	0.001189646	0.00096923	0.001141533	0.001055271	0.00099159	0.00114036	0.000999124	0.001145359	0.001114294	0.001053591	0.001101157	0.001091272
Organismal Systems;Nervous System;Long-term depression	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Nervous System;Long-term potentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Nervous System;Neurotrophin signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Sensory System;Olfactory transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Sensory System;Phototransduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Sensory System;Phototransduction - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified;Cellular Processes and Signaling;Cell division	0.000683689	0.000706328	0.000794004	0.000742691	0.000561605	0.000730059	0.000836702	0.000725873	0.000777249	0.000629891	0.00062582	0.000701504	0.000895767	0.000275695	0.000746842	0.000718161	0.000877949	0.00067285	0.000982201	0.0008938	0.000784185	0.000650427	0.000835205	0.0007806	0.000737862	0.000552335	0.000743921	0.000653501	0.000812925	0.000857434	0.000720927	0.000859094	0.00068483	0.000637406	0.000807063	0.000618934	0.000798072	0.000718787	0.000643961	0.000774377	0.00052922	0.000826894	0.000714148	0.000772626	0.000735199	0.000634533
Unclassified;Cellular Processes and Signaling;Cell motility and secretion	0.001374923	0.001506684	0.001445244	0.001336377	0.001290466	0.001428545	0.001685937	0.002134009	0.00156282	0.001466301	0.001281448	0.001412937	0.001585184	0.002921221	0.001739153	0.001788063	0.001915049	0.003167861	0.001967274	0.002098735	0.001911186	0.001492623	0.002429555	0.001423924	0.001614314	0.000866688	0.001633429	0.001988734	0.001906161	0.001822234	0.00249505	0.001759978	0.001737002	0.001171315	0.001585217	0.001054594	0.002203543	0.001645946	0.001689112	0.001931718	0.001101608	0.001819445	0.001728717	0.002421193	0.001482967	0.002414118
Unclassified;Cellular Processes and Signaling;Electron transfer carriers	0.000120788	0.000192199	0.00020708	0.000105932	8.53053E-05	0.000216762	0.00018919	0.000196982	0.000270253	0.000101516	0.000150807	0.000150231	0.000156591	4.79437E-05	0.000388006	0.000304263	0.00017142	0.000118125	0.000120959	0.000178565	0.000222222	0.000129744	8.45567E-05	0.000224454	0.000184652	0.000128655	9.17151E-05	0.000113511	0.000267363	0.000164745	0.000231658	0.000261485	0.000194806	8.51808E-05	0.000173188	0.000123062	0.000128669	0.000426218	0.000315087	0.000144333	2.21751E-05	0.000133013	0.000137329	0.000306285	0.000102325	6.90989E-05
Unclassified;Cellular Processes and Signaling;Germination	0.000538712	0.000468497	0.000356935	0.000468624	0.000692583	0.000502964	0.000422864	0.000399179	0.000534734	0.000561968	0.00055508	0.000444862	0.000366306	3.69066E-05	0.00031585	0.000378317	0.000378102	0.000275153	0.000210665	0.000303432	0.000340391	0.000393765	0.000246831	0.000519161	0.000406393	0.000524458	0.000404822	0.000457247	0.000378626	0.000374376	0.000308974	0.000378261	0.000398107	0.000502139	0.00036228	0.000510704	0.000285387	0.000234277	0.000415853	0.000424298	0.000511364	0.00032639	0.00036393	0.00028279	0.000368328	0.000498276
Unclassified;Cellular Processes and Signaling;Inorganic ion transport and metabolism	0.001592	0.001581457	0.001946282	0.001579096	0.001222423	0.001712032	0.001699943	0.00212496	0.001982705	0.001657684	0.001339962	0.001672398	0.001691293	0.003247597	0.002533731	0.001764313	0.001932123	0.002999465	0.002123541	0.00211042	0.002075645	0.001822991	0.002776175	0.001886735	0.001579105	0.001230579	0.001788563	0.001906581	0.001892226	0.001744079	0.002307651	0.002231506	0.002079526	0.001228304	0.001867397	0.001367624	0.002199117	0.002730662	0.001639671	0.001932374	0.001178088	0.001852106	0.001873825	0.002442264	0.001755605	0.002502965
Unclassified;Cellular Processes and Signaling;Membrane and intracellular structural molecules	0.004478812	0.004149814	0.004298376	0.004592866	0.003677261	0.003889717	0.005055994	0.004751058	0.003780394	0.004918336	0.003620056	0.004926542	0.005365727	0.005848509	0.006159251	0.005042439	0.005898809	0.00644881	0.007318278	0.006234086	0.005630661	0.005066062	0.006458745	0.004453491	0.004446932	0.002886367	0.004913582	0.004857726	0.005055711	0.005732733	0.005485562	0.004707157	0.00563928	0.00386729	0.005805737	0.003219107	0.00655291	0.006581695	0.004430243	0.005445445	0.003184872	0.005841231	0.005374733	0.006094469	0.005129505	0.00535354
Unclassified;Cellular Processes and Signaling;Other ion-coupled transporters	0.012735796	0.014165593	0.013986098	0.014026095	0.011292284	0.01411174	0.014016981	0.013551002	0.01317493	0.013566432	0.012651479	0.014603898	0.014314187	0.013660488	0.015515308	0.013796737	0.013341943	0.012818757	0.014727698	0.014166217	0.014565705	0.015318743	0.013331673	0.01349831	0.014146242	0.01334625	0.014219405	0.011938837	0.014157155	0.014288263	0.013979942	0.01333525	0.015280705	0.012849746	0.014974393	0.013535357	0.014320215	0.015705323	0.013870442	0.013502082	0.01422654	0.014911903	0.014628458	0.014599682	0.015003018	0.013562123
Unclassified;Cellular Processes and Signaling;Other transporters	0.002721679	0.002880184	0.003009119	0.002927099	0.002694722	0.003064414	0.002892928	0.002752794	0.002965587	0.002796017	0.002669652	0.00305484	0.002945383	0.002507129	0.002964579	0.002901788	0.00281908	0.002619387	0.002937312	0.002899514	0.002855703	0.002835422	0.002776901	0.002827956	0.002861349	0.002984507	0.002880564	0.00272787	0.002880864	0.002849496	0.002709405	0.003040609	0.002927607	0.002754438	0.003161405	0.002907748	0.003012826	0.003078292	0.002907359	0.002744231	0.002544345	0.002899379	0.003017295	0.002748905	0.00282211	0.002774707
Unclassified;Cellular Processes and Signaling;Pores ion channels	0.002592828	0.00256827	0.00271774	0.00272448	0.001863294	0.00234347	0.003347833	0.003009375	0.002551249	0.002732933	0.001738185	0.003119738	0.003608655	0.002870979	0.003997094	0.003095742	0.003984017	0.003912168	0.005234437	0.004414354	0.00365802	0.00295972	0.004356536	0.002731801	0.002802567	0.001351618	0.002975759	0.003123802	0.003229727	0.003848328	0.00348184	0.003319401	0.003420817	0.002057348	0.004021038	0.001655435	0.004249535	0.004280083	0.002585627	0.00348069	0.001220309	0.003924059	0.003454305	0.004010098	0.003128734	0.003201632
Unclassified;Cellular Processes and Signaling;Signal transduction mechanisms	0.005055307	0.004946327	0.005084909	0.005117945	0.005015226	0.004935142	0.004649546	0.005013586	0.004652326	0.004849429	0.005053351	0.004770674	0.00473444	0.004365288	0.00461097	0.004537784	0.004616933	0.005023192	0.004089127	0.004692183	0.004742567	0.004602499	0.004888746	0.004922111	0.004908489	0.005504782	0.00512858	0.005100966	0.004427074	0.00454535	0.004846378	0.004726015	0.004479727	0.005191232	0.004519627	0.00547145	0.00463221	0.004785525	0.004684667	0.004865673	0.005782609	0.004557713	0.00504011	0.004657182	0.004845105	0.005601938
Unclassified;Cellular Processes and Signaling;Sporulation	0.009968169	0.009597103	0.009303349	0.00946576	0.012288394	0.009475452	0.00758052	0.008253729	0.009524752	0.010676815	0.010983183	0.008910378	0.00747072	0.00207663	0.006713469	0.007945445	0.006502297	0.005147787	0.004274958	0.005483282	0.00698325	0.008819547	0.004624299	0.009596363	0.00867732	0.012187074	0.008274267	0.00857724	0.006878428	0.006618965	0.006692754	0.007791817	0.008247805	0.010603962	0.007249573	0.011918643	0.005451053	0.006545913	0.009061597	0.007386184	0.013104734	0.006934991	0.007770554	0.005772945	0.008510953	0.008078162
Unclassified;Genetic Information Processing;Protein folding and associated processing	0.005641621	0.006129355	0.00618778	0.006316878	0.004873398	0.006367959	0.006330861	0.006681363	0.006086428	0.005111319	0.005754101	0.006114806	0.00654141	0.006550895	0.006482225	0.006141049	0.006731114	0.007657014	0.006911308	0.007098502	0.006872284	0.006147501	0.0071953	0.006107356	0.006219922	0.005596768	0.006549717	0.006476795	0.006654244	0.006494147	0.007063963	0.006442074	0.005785337	0.005826775	0.006444789	0.00555245	0.006911251	0.006162357	0.005995373	0.00662098	0.005456328	0.006557825	0.006616513	0.007158881	0.006380156	0.007107219
"Unclassified;Genetic Information Processing;Replication, recombination and repair proteins"	0.007664519	0.007444012	0.00724832	0.007452064	0.007539188	0.007608217	0.007225137	0.007836839	0.007787561	0.006854728	0.00732541	0.007220107	0.007536472	0.007385895	0.008509113	0.007146574	0.006945261	0.008293349	0.006460077	0.007761269	0.007331785	0.006771946	0.008084804	0.007803022	0.007336098	0.007816825	0.007592024	0.008208771	0.007107922	0.006959921	0.007614448	0.007633448	0.006499382	0.007402198	0.007152544	0.008615741	0.007630587	0.009413619	0.007007617	0.007226872	0.007320165	0.006836818	0.007705993	0.007577663	0.006864027	0.00862549
Unclassified;Genetic Information Processing;Restriction enzyme	0.001587917	0.001470765	0.001502171	0.001733076	0.001610398	0.00129872	0.001659703	0.001252438	0.001072841	0.001736928	0.001748867	0.00176606	0.001723084	0.000553521	0.001446068	0.001833604	0.001958805	0.00139424	0.002235293	0.001938671	0.001583389	0.00157431	0.001642639	0.001751957	0.001594254	0.001645528	0.001816086	0.001779922	0.001430089	0.001822586	0.001352189	0.001371208	0.001781177	0.002137113	0.001993175	0.001322004	0.001855024	0.001629317	0.00175863	0.00191886	0.001500296	0.001929969	0.002014971	0.001437858	0.001650647	0.001608599
Unclassified;Genetic Information Processing;Transcription related proteins	3.82469E-05	6.85995E-05	0.000109143	3.71772E-05	3.04981E-05	0.000127858	6.55207E-05	0.000126481	0.000156379	3.76532E-05	2.43257E-05	4.36918E-05	5.30685E-05	3.16268E-06	0.000197205	4.42149E-05	3.02859E-05	0.000155535	3.01553E-05	7.7068E-05	8.45097E-05	1.52151E-05	9.91676E-05	4.11566E-05	3.60971E-05	5.01636E-05	4.39394E-05	7.66924E-05	7.78992E-05	3.44309E-05	0.000106622	0.000162824	4.49647E-05	1.41444E-05	5.45664E-05	7.57486E-05	4.5876E-05	0.000231372	2.72056E-05	4.4027E-05	1.6268E-05	4.18902E-05	4.71874E-05	0.00012664	1.90115E-05	0.000123776
Unclassified;Genetic Information Processing;Translation proteins	0.008612266	0.009050422	0.009008944	0.009050258	0.008482206	0.008720808	0.008987346	0.008872213	0.008531525	0.008505563	0.009115397	0.008662834	0.009031817	0.007895964	0.008240136	0.008971044	0.008961549	0.008640376	0.008712771	0.009114384	0.008754407	0.008378017	0.00859173	0.008758003	0.009131708	0.009539919	0.009072045	0.008953383	0.008325434	0.008946562	0.008747274	0.008614449	0.008456796	0.009746569	0.008739104	0.009126251	0.008944028	0.008364938	0.009079111	0.009095882	0.009952872	0.009087911	0.009309846	0.008581071	0.008777921	0.009153332
Unclassified;Metabolism;Amino acid metabolism	0.00187022	0.002459176	0.002995995	0.002451201	0.00152979	0.002904544	0.002243942	0.002439631	0.002874128	0.001679546	0.002124309	0.00258038	0.002568702	0.001573092	0.002857257	0.002205245	0.002146098	0.002403645	0.002337923	0.002447273	0.002674777	0.002665062	0.002298368	0.002237611	0.002358471	0.002393271	0.002263331	0.00201754	0.002657199	0.002190732	0.002546813	0.00276977	0.002275775	0.001883795	0.002660483	0.002269425	0.00228302	0.002731152	0.002189093	0.002092157	0.001574866	0.002284217	0.002574598	0.002638233	0.002650708	0.002644871
Unclassified;Metabolism;Biosynthesis and biodegradation of secondary metabolites	0.000520157	0.000519914	0.000437334	0.000478788	0.000602543	0.000597709	0.000656952	0.000659983	0.000700709	0.00054388	0.000621471	0.000573631	0.000520783	0.000157411	0.000916293	0.00072312	0.000691686	0.000830655	0.000681746	0.000764293	0.000705719	0.000677947	0.000779248	0.000654405	0.000604261	0.000319224	0.000609635	0.000691324	0.000774135	0.00063433	0.000734933	0.000724516	0.000696865	0.000546108	0.000628609	0.000395575	0.000586149	0.000841308	0.000690093	0.000693644	0.000152243	0.000607254	0.000615748	0.000841099	0.000590427	0.000625822
Unclassified;Metabolism;Carbohydrate metabolism	0.001967543	0.002122611	0.001731648	0.001885513	0.002202874	0.002416992	0.001979701	0.002282985	0.002201307	0.002491838	0.002361957	0.002150637	0.00198303	0.001174672	0.002509431	0.002037171	0.001889911	0.001915976	0.002153274	0.001725853	0.002020559	0.002378593	0.001547927	0.001992477	0.002028582	0.002286239	0.001949317	0.001991405	0.002125052	0.001815528	0.002105281	0.002142381	0.002562117	0.002392728	0.002119236	0.002247433	0.001808716	0.00264601	0.002062169	0.002012232	0.002657409	0.002138596	0.001829338	0.002073579	0.002241285	0.001913217
Unclassified;Metabolism;Energy metabolism	0.007812648	0.008545878	0.008813468	0.008051186	0.007778326	0.008221426	0.009228932	0.008538278	0.00910914	0.00812538	0.008153649	0.008496972	0.00927502	0.008360878	0.009231823	0.008980157	0.009648602	0.008598327	0.010272062	0.01004046	0.008781406	0.008104602	0.008776905	0.008767422	0.008821918	0.007573852	0.00855652	0.008747463	0.008977972	0.009246918	0.008738859	0.009708152	0.008972509	0.008632714	0.009321594	0.007547088	0.00932533	0.009238016	0.008586612	0.009241932	0.007391389	0.009474083	0.008994428	0.009073344	0.008382261	0.00801205
Unclassified;Metabolism;Glycan biosynthesis and metabolism	0.00016105	0.000174974	0.000212518	0.000182668	0.00012024	0.000117936	0.000270678	0.000154492	0.000224299	0.000102541	0.000185216	0.000185914	0.000263701	0.000802495	0.000420797	0.000328426	0.000344385	0.000202482	0.000370733	0.000389693	0.00030409	0.000131865	0.000320715	0.000229427	0.000216374	0.000121728	0.000223072	0.000215158	0.000244785	0.000287587	0.000210512	0.000284022	0.000176442	0.000256703	0.000262124	5.46549E-05	0.000392714	0.000456517	0.0002694	0.00027904	2.16934E-05	0.00029143	0.000243858	0.000354614	0.000164468	0.000106703
Unclassified;Metabolism;Lipid metabolism	0.001347996	0.001264017	0.001278612	0.001388694	0.001351015	0.00122426	0.001259368	0.001247525	0.001125542	0.001315278	0.001389874	0.001314471	0.001153015	0.001264272	0.00115718	0.001254395	0.001184069	0.001227317	0.001001291	0.001101663	0.001283932	0.001272211	0.001275812	0.001279188	0.001225447	0.001595127	0.001251581	0.001291832	0.000981604	0.001239542	0.001204222	0.001046352	0.001241002	0.001365613	0.001223945	0.001354656	0.001234858	0.001177719	0.001322033	0.001245866	0.001422632	0.001150488	0.001333844	0.001203896	0.001268697	0.001448824
Unclassified;Metabolism;Metabolism of cofactors and vitamins	0.001036232	0.000888123	0.001240313	0.00099945	0.001015423	0.000797635	0.000934192	0.001038907	0.001165349	0.000849043	0.000935216	0.000952443	0.000857606	0.001246962	0.00112969	0.000980776	0.000918359	0.001504779	0.00080431	0.001120192	0.00113623	0.00112193	0.001415185	0.000977095	0.000879456	0.000863347	0.000992078	0.001113213	0.000830512	0.000945219	0.001175427	0.001047061	0.000866282	0.000820981	0.000879477	0.000695853	0.001167239	0.000976864	0.000961233	0.000967752	0.000641245	0.00092378	0.001088778	0.00126363	0.000974817	0.001403318
Unclassified;Metabolism;Nucleotide metabolism	0.00059691	0.000643298	0.000646694	0.000435043	0.00068837	0.000702538	0.000506168	0.0006761	0.000677544	0.000662499	0.000595507	0.000595157	0.000446298	9.92308E-05	0.000853732	0.000750849	0.000504565	0.000468516	0.000367101	0.000506226	0.000676186	0.000668552	0.000368278	0.000494955	0.000628082	0.00057674	0.0003886	0.000566863	0.0007195	0.000510845	0.000745716	0.000611847	0.000726337	0.000474987	0.000570703	0.000552948	0.00040778	0.000816782	0.000763312	0.000500504	0.000533505	0.000465407	0.000531047	0.000796006	0.000646145	0.000404527
Unclassified;Metabolism;Others	0.010116247	0.00961109	0.010018144	0.009358694	0.010185478	0.009811192	0.009159581	0.010059923	0.009978822	0.010353399	0.009099926	0.009666016	0.009795469	0.007916283	0.010603336	0.009258191	0.009311425	0.010332068	0.009862896	0.009430703	0.009628675	0.009315204	0.0097434	0.009552039	0.009377205	0.00960162	0.0093922	0.010094752	0.009684424	0.009093579	0.010058264	0.010114708	0.00985917	0.009060286	0.009809192	0.010446562	0.009837707	0.011960963	0.00904874	0.009353211	0.009651792	0.009542236	0.009471717	0.009887499	0.009194313	0.010290397
Unclassified;Poorly Characterized;Function unknown	0.011820455	0.010989555	0.010977772	0.010878117	0.011548796	0.010956515	0.011060276	0.012069219	0.011491639	0.011716011	0.010818795	0.010899638	0.011378956	0.014316531	0.013278908	0.011780966	0.011894395	0.013586836	0.012140846	0.01211193	0.011929256	0.010680451	0.013228982	0.011234377	0.010837727	0.010458025	0.011059458	0.012220254	0.011303358	0.011097949	0.012328231	0.011831395	0.011479873	0.010786534	0.011229315	0.010601856	0.012502323	0.014096738	0.011300223	0.011627636	0.010240861	0.011505158	0.011342984	0.012763871	0.010674138	0.012673481
Unclassified;Poorly Characterized;General function prediction only	0.035498268	0.035702714	0.035511417	0.036244876	0.03490648	0.03571837	0.036875216	0.035840799	0.035671603	0.03548769	0.035804858	0.036172094	0.037095629	0.037430313	0.037263533	0.036501012	0.037517929	0.035971215	0.039148171	0.03801456	0.036438221	0.035765074	0.036561766	0.036883494	0.036462277	0.034511565	0.036986973	0.036998891	0.037092635	0.037546251	0.0363927	0.036773	0.037004719	0.036568208	0.037468981	0.035538026	0.037510161	0.03790698	0.036113788	0.036885059	0.034876072	0.037492235	0.036743865	0.0366575	0.036314025	0.035774835
